"Section|846(d)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:846/ss:d", "2"
"Section|3|of|the|Food|and|Nutrition|Act|of|2008", "Food and Nutrition Act of 2008/s:3", "9"
"section|932(a)|of|the|Energy|Policy|Act|of|2005", "Energy Policy Act of 2005/s:932/ss:a", "1"
"clause|(ii)|of|paragraph|(1)|of|this|subsection", "Social Security Act/s:223/ss:a/p:1/cl:ii", "2"
"section|924(d)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:924/ss:d", "1"
"section|13|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:13", "1"
"Department|of|Commerce|Appropriations|Act,|1991", "Department of Commerce Appropriations Act, 1991", "4"
"Section|484|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:484", "2"
"section|316|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:316", "13"
"Section|7|of|the|Export-Import|Bank|Act|of|1945", "Export-Import Bank Act of 1945/s:7", "3"
"section|8|of|the|Investment|Company|Act|of|1940", "Investment Company Act of 1940/s:8", "4"
"Section|4|of|the|Federal|Advisory|Committee|Act", "Federal Advisory Committee Act/s:4", "3"
"Family|Education|Rights|and|Privacy|Act|of|1974", "Family Education Rights and Privacy Act of 1974", "2"
"Section|8E|of|the|Inspector|General|Act|of|1978", "Inspector General Act of 1978/s:8E", "1"
"Section|909|of|the|Education|Amendments|of|1972", "Education Amendments of 1972/s:909", "2"
"section|201|of|S.|Con.|Res.|21|(110th|Congress)", "110 SCONRES 21/s:201", "13"
"Section|10(a)|of|the|Federal|Home|Loan|Bank|Act", "Federal Home Loan Bank Act/s:10/ss:a", "2"
"Infrastructure|Jobs|and|Energy|Independence|Act", "Infrastructure Jobs and Energy Independence Act", "5"
"Paragraphs|(32)|through|(38)|of|section|7701(a)", "Internal Revenue Code of 1986/s:7701/ss:a/p:32..38", "2"
"section|1(b)|of|the|Justice|for|All|Act|of|2004", "Justice for All Act of 2004/s:1/ss:b", "2"
"section|3|of|the|Investment|Company|Act|of|1940", "Investment Company Act of 1940/s:3", "6"
"Chapter|31|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/ch:31", "2"
"section|4(b)|of|the|Child|Nutrition|Act|of|1966", "Child Nutrition Act of 1966/s:4/ss:b", "1"
"paragraph|(6)(C)|of|section|1886(n)|of|such|Act", "Social Security Act/s:1886/ss:n/p:6/sp:C", "1"
"Clause|(iv)|of|section|48(c)(3)(A)|of|such|Code", "Internal Revenue Code of 1986/s:48/ss:c/p:3/sp:A/cl:iv", "2"
"subparagraphs|(A)|through|(C)|of|this|paragraph", "Immigration and Nationality Act/s:274A/ss:b/p:3/sp:A..C", "1"
"section|21|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:21", "33"
"Section|342(e)|of|the|Energy|Policy|Act|of|2005", "Energy Policy Act of 2005/s:342/ss:e", "3"
"section|205|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:205", "2"
"Section|319C–1|of|the|Public|Health|Service|Act", "Public Health Service Act/s:319C–1", "4"
"Section|148(e)|of|the|Atomic|Energy|Act|of|1954", "Atomic Energy Act of 1954/s:148/ss:e", "2"
"527|of|the|Federal|Food,|Drug,|and|Cosmetic|Act", "Federal Food, Drug, and Cosmetic Act/s:527", "2"
"Section|7(37)|of|the|Rehabilitation|Act|of|1973", "Rehabilitation Act of 1973/s:7/p:37", "1"
"Section|919|of|the|Electronic|Fund|Transfer|Act", "Electronic Fund Transfer Act/s:919", "1"
"Clause|(ii)|of|section|48(a)(5)(C)|of|such|Code", "Internal Revenue Code of 1986/s:48/ss:a/p:5/sp:C/cl:ii", "2"
"Section|988(b)|of|the|Energy|Policy|Act|of|2005", "Energy Policy Act of 2005/s:988/ss:b", "6"
"chapter|11|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/ch:11", "1"
"section|437|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:437", "1"
"National|Freight|Network|Trust|Fund|Act|of|2014", "National Freight Network Trust Fund Act of 2014", "1"
"title|III|of|the|Consumer|Credit|Protection|Act", "Consumer Credit Protection Act/t:III", "1"
"section|35|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:35", "2"
"512|of|the|Federal|Food,|Drug,|and|Cosmetic|Act", "Federal Food, Drug, and Cosmetic Act/s:512", "2"
"Section|501of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:501", "1"
"Gettysburg|National|Military|Park|Expansion|Act", "Gettysburg National Military Park Expansion Act", "1"
"Section|1501(b)|of|the|Agricultural|Act|of|2014", "Agricultural Act of 2014/s:1501/ss:b", "1"
"Clause|(i)|of|section|45R(d)(3)(B)|of|such|Code", "Internal Revenue Code of 1986/s:45R/ss:d/p:3/sp:B/cl:i", "1"
"Section|351(j)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:351/ss:j", "1"
"Adult|Education|and|Family|Literacy|Act|of|1998", "Adult Education and Family Literacy Act of 1998", "1"
"section|303(a)(4)(B)|of|the|Social|Security|Act", "Social Security Act/s:303/ss:a/p:4/sp:B", "1"
"Section|135|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:135", "1"
"Section|451|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:451", "2"
"(b)|of|section|1874A|of|the|Social|Security|Act", "Social Security Act/s:1874A/ss:b", "1"
"section|319F–1|of|the|Public|Health|Service|Act", "Public Health Service Act/s:319F–1", "12"
"Section|483|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:483", "4"
"section|132|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:132", "6"
"Section|205|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:205", "2"
"section|51|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:51", "1"
"Commodity|Futures|Trading|Commission|Reform|Act", "Commodity Futures Trading Commission Reform Act", "2"
"section|205(c)(2)(I)|of|the|Social|Security|Act", "Social Security Act/s:205/ss:c/p:2/sp:I", "3"
"Section|810(a)(1)(A)(i)|of|the|Fair|Housing|Act", "Fair Housing Act/s:810/ss:a/p:1/sp:A/cl:i", "1"
"National|Forest|Jobs|and|Management|Act|of|2014", "National Forest Jobs and Management Act of 2014", "1"
"section|207|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:207", "10"
"Section|756(a)|of|the|Energy|Policy|Act|of|2005", "Energy Policy Act of 2005/s:756/ss:a", "2"
"title|II|of|division|A|of|the|Trade|Act|of|2002", "Trade Act of 2002/d:A/t:II", "1"
"Chapter|38|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/ch:38", "2"
"Section|202(d)(1)(B)|of|the|Social|Security|Act", "Social Security Act/s:202/ss:d/p:1/sp:B", "1"
"section|301|of|the|Trade|Agreements|Act|of|1979", "Trade Agreements Act of 1979/s:301", "2"
"section|603(f)|of|the|Fair|Credit|Reporting|Act", "Fair Credit Reporting Act/s:603/ss:f", "6"
"129(h)(1)|of|the|Foreign|Assistance|Act|of|1961", "Foreign Assistance Act of 1961/s:129/ss:h/p:1", "1"
"section|502|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:502", "2"
"Section|302(e)|of|the|Controlled|Substances|Act", "Controlled Substances Act/s:302/ss:e", "7"
"Chapter|79|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/ch:79", "2"
"National|Highway|System|Designation|Act|of|1995", "National Highway System Designation Act of 1995", "6"
"section|351(k)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:351/ss:k", "12"
"paragraph|(5)(C)|of|section|1848(o)|of|such|Act", "Social Security Act/s:1848/ss:o/p:5/sp:C", "1"
"section|50|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:50", "2"
"United|States-Caribbean|Partnership|Act|of|2014", "United States-Caribbean Partnership Act of 2014", "1"
"Section|40|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:40", "1"
"Earnings|Contingent|Education|Loans|Act|of|2013", "Earnings Contingent Education Loans Act of 2013", "3"
"Subsection|(b)|of|section|103A|of|the|Sikes|Act", "Sikes Act/s:103A/ss:b", "2"
"1042(c)(2)|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:1042/ss:c/p:2", "1"
"section|330(b)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:330/ss:b", "1"
"Section|203|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:203", "2"
"section|15|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:15", "4"
"America’s|Small|Business|Tax|Relief|Act|of|2014", "America’s Small Business Tax Relief Act of 2014", "5"
"section|103|of|the|River|and|Harbor|Act|of|1962", "River and Harbor Act of 1962/s:103", "5"
"section|3|of|the|Endangered|Species|Act|of|1973", "Endangered Species Act of 1973/s:3", "1"
"Section|3|of|the|Endangered|Species|Act|of|1973", "Endangered Species Act of 1973/s:3", "8"
"section|502(c)(5)(D)|of|the|Housing|Act|of|1949", "Housing Act of 1949/s:502/ss:c/p:5/sp:D", "2"
"501(c)(18)|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:501/ss:c/p:18", "1"
"Section|201(g)(1)(A)|of|the|Social|Security|Act", "Social Security Act/s:201/ss:g/p:1/sp:A", "1"
"section|823(f)|of|the|Controlled|Substances|Act", "Controlled Substances Act/s:823/ss:f", "1"
"Section|(1)(b)|of|the|Energy|Policy|Act|of|2005", "Energy Policy Act of 2005/s:1/ss:b", "1"
"Section|626(a)|of|the|Fair|Credit|Reporting|Act", "Fair Credit Reporting Act/s:626/ss:a", "1"
"title|IV|of|the|Servicemembers|Civil|Relief|Act", "Servicemembers Civil Relief Act/t:IV", "7"
"Section|1705|of|the|Cuban|Democracy|Act|of|1992", "Cuban Democracy Act of 1992/s:1705", "1"
"Chapter|25|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/ch:25", "5"
"Asylum|Reform|and|Border|Protection|Act|of|2014", "Asylum Reform and Border Protection Act of 2014", "1"
"section|2|of|the|Investment|Company|Act|of|1940", "Investment Company Act of 1940/s:2", "2"
"Section|8|of|the|Water|Desalination|Act|of|1996", "Water Desalination Act of 1996/s:8", "4"
"section|42|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:42", "10"
"section|303(f)|of|the|Controlled|Substances|Act", "Controlled Substances Act/s:303/ss:f", "5"
"Section|303(g)|of|the|Controlled|Substances|Act", "Controlled Substances Act/s:303/ss:g", "2"
"Human|Trafficking|Fraud|Enforcement|Act|of|2014", "Human Trafficking Fraud Enforcement Act of 2014", "1"
"Section|46|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:46", "5"
"section|474(a)(3)(B)|of|the|Social|Security|Act", "Social Security Act/s:474/ss:a/p:3/sp:B", "1"
"Section|509(e)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:509/ss:e", "1"
"Grid|Reliability|and|Infrastructure|Defense|Act", "Grid Reliability and Infrastructure Defense Act", "2"
"section|6|of|the|Repeal|and|Rebuild|Act|of|2014", "Repeal and Rebuild Act of 2014/s:6", "2"
"section|319F–3|of|the|Public|Health|Service|Act", "Public Health Service Act/s:319F–3", "8"
"Section|201|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:201", "2"
"Federal|Security|Agency|Appropriation|Act,|1947", "Federal Security Agency Appropriation Act, 1947", "1"
"Young|Savers|Security|in|Retirement|Act|of|2014", "Young Savers Security in Retirement Act of 2014", "1"
"chapter|24|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/ch:24", "1"
"Section|3|of|the|Export-Import|Bank|Act|of|1945", "Export-Import Bank Act of 1945/s:3", "1"
"Section|402(b)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:402/ss:b", "2"
"National|Indian|Forest|Resources|Management|Act", "National Indian Forest Resources Management Act", "14"
"Section|38|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:38", "1"
"section|365(d)|of|the|Energy|Policy|Act|of|2005", "Energy Policy Act of 2005/s:365/ss:d", "1"
"Section|319F–2|of|the|Public|Health|Service|Act", "Public Health Service Act/s:319F–2", "8"
"Wasatch|Wilderness|and|Watershed|Protection|Act", "Wasatch Wilderness and Watershed Protection Act", "2"
"section|319(b)|of|the|Energy|Policy|Act|of|2005", "Energy Policy Act of 2005/s:319/ss:b", "6"
"section|474|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:474", "1"
"Archaeological|Resources|Protection|Act|of|1979", "Archaeological Resources Protection Act of 1979", "2"
"section|498(b)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:498/ss:b", "2"
"section|404|of|S.|Con.|Res.|13|(111th|Congress)", "111 SCONRES 13/s:404", "1"
"Bank|on|Students|Emergency|Loan|Refinancing|Act", "Bank on Students Emergency Loan Refinancing Act", "15"
"Section|207(h)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:207/ss:h", "1"
"Advancing|Care|for|Exceptional|Kids|Act|of|2014", "Advancing Care for Exceptional Kids Act of 2014", "1"
"Section|11|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:11", "2"
"section|51(c)(2)|of|the|Arms|Export|Control|Act", "Arms Export Control Act/s:51/ss:c/p:2", "3"
"Section|234(a)|of|the|Energy|Policy|Act|of|2005", "Energy Policy Act of 2005/s:234/ss:a", "2"
"Global|AIDS|and|Tuberculosis|Relief|Act|of|2000", "Global AIDS and Tuberculosis Relief Act of 2000", "1"
"rule|23|of|the|Federal|Rules|of|Civil|Procedure", "Federal Rules of Civil Procedure", "1"
"section|7|of|the|Endangered|Species|Act|of|1973", "Endangered Species Act of 1973/s:7", "34"
"section|481|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:481", "14"
"section|603(d)|of|the|Fair|Credit|Reporting|Act", "Fair Credit Reporting Act/s:603/ss:d", "1"
"Section|399E–1|of|the|Public|Health|Service|Act", "Public Health Service Act/s:399E–1", "2"
"Section|372(b)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:372/ss:b", "5"
"section|7(20)|of|the|Rehabilitation|Act|of|1973", "Rehabilitation Act of 1973/s:7/p:20", "2"
"section|215(i)(1)(B)|of|the|Social|Security|Act", "Social Security Act/s:215/ss:i/p:1/sp:B", "4"
"Sudan|Accountability|and|Divestment|Act|of|2007", "Sudan Accountability and Divestment Act of 2007", "1"
"Section|63|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:63", "1"
"Ensuring|Equal|Access|to|Treatments|Act|of|2014", "Ensuring Equal Access to Treatments Act of 2014", "1"
"chapter|77|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/ch:77", "1"
"section|319F–5|of|the|Public|Health|Service|Act", "Public Health Service Act/s:319F–5", "1"
"Section|132|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:132", "3"
"Three|Kids|Mine|Remediation|and|Reclamation|Act", "Three Kids Mine Remediation and Reclamation Act", "1"
"Clause|(v)|of|section|529(c)(3)(B)|of|such|Code", "Internal Revenue Code of 1986/s:529/ss:c/p:3/sp:B/cl:v", "4"
"Agriculture|and|Consumer|Protection|Act|of|1973", "Agriculture and Consumer Protection Act of 1973", "3"
"Section|905|of|the|Electronic|Fund|Transfer|Act", "Electronic Fund Transfer Act/s:905", "2"
"Section|209(a)(1)(I)|of|the|Social|Security|Act", "Social Security Act/s:209/ss:a/p:1/sp:I", "1"
"Section|456|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:456", "3"
"Title|II|of|the|Immigration|and|Nationality|Act", "Immigration and Nationality Act/t:II", "5"
"section|523(b)(1)(A)|of|the|Housing|Act|of|1949", "Housing Act of 1949/s:523/ss:b/p:1/sp:A", "2"
"Section|775(e)|of|the|Public|Health|Service|Act", "Public Health Service Act/s:775/ss:e", "2"
"section|310(a)|of|the|Controlled|Substances|Act", "Controlled Substances Act/s:310/ss:a", "1"
"Section|485|of|the|Higher|Education|Act|of|1965", "Higher Education Act of 1965/s:485", "8"
"(m)|of|section|2104|of|the|Social|Security|Act", "Social Security Act/s:2104/ss:m", "1"
"Section|515|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:515", "2"
"section|1128J(a)(2)|of|the|Social|Security|Act", "Social Security Act/s:1128J/ss:a/p:2", "1"
"section|3(a)|of|the|Wild|and|Scenic|Rivers|Act", "Wild and Scenic Rivers Act/s:3/ss:a", "10"
"paragraphs|(1)|through|(4)|of|section|135E(a);", "Workforce Investment Act of 1998/s:135E/ss:a/p:1..4", "1"
"Section|406|of|the|Federal|Meat|Inspection|Act", "Federal Meat Inspection Act/s:406", "1"
"section|706(g)|of|the|Civil|Rights|Act|of|1964", "Civil Rights Act of 1964/s:706/ss:g", "1"
"End|Pay|Discrimination|Through|Information|Act", "End Pay Discrimination Through Information Act", "1"
"Section|702|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:702", "1"
"Section|1423(c)|of|the|Safe|Drinking|Water|Act", "Safe Drinking Water Act/s:1423/ss:c", "1"
"Section|205(j)|of|the|Federal|Credit|Union|Act", "Federal Credit Union Act/s:205/ss:j", "3"
"Paragraph|(4)(B)|of|section|45(d)|of|such|Code", "Internal Revenue Code of 1986/s:45/ss:d/p:4/sp:B", "1"
"Section|13(a)|of|the|Voting|Rights|Act|of|1965", "Voting Rights Act of 1965/s:13/ss:a", "1"
"subparagraphs|(A)|through|(C)|of|paragraph|(3)", "Do Not Track Kids Act of 2013/s:5/ss:b/p:3/sp:A..C", "2"
"section|17(b)(1)(A)|of|the|Mineral|Leasing|Act", "Mineral Leasing Act/s:17/ss:b/p:1/sp:A", "1"
"paragraphs|(10)|through|(13)|and|(15)|and|(16)", "Farm Security and Rural Investment Act of 2002/s:9001/p:10..13, 15, 16", "1"
"Section|857|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:857", "1"
"Maritime|Washington|National|Heritage|Area|Act", "Maritime Washington National Heritage Area Act", "2"
"Section|207(k)|of|the|Federal|Credit|Union|Act", "Federal Credit Union Act/s:207/ss:k", "3"
"Section|1139A(e)(8)|of|the|Social|Security|Act", "Social Security Act/s:1139A/ss:e/p:8", "1"
"section|4|of|the|Homeland|Security|Act|of|2002", "Homeland Security Act of 2002/s:4", "1"
"section|1001D|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1001D", "3"
"Section|6|of|the|Inspector|General|Act|of|1978", "Inspector General Act of 1978/s:6", "1"
"clause|(iii),|(iv),|or|(v)|of|subparagraph|(B)", "Farm Security and Rural Investment Act of 2002/s:9011/ss:a/p:5/sp:B/cl:iii..v", "1"
"Section|4(i)|of|the|Deepwater|Port|Act|of|1974", "Deepwater Port Act of 1974/s:4/ss:i", "1"
"Section|18|of|the|Federal|Trade|Commission|Act", "Federal Trade Commission Act/s:18", "1"
"Protecting|Youth|from|Solitary|Confinement|Act", "Protecting Youth from Solitary Confinement Act", "1"
"Section|610|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:610", "6"
"section|3|of|Reorganization|Plan|No.|1|of|1980", "Reorganization Plan No. 1 of 1980/s:3", "4"
"Title|VII|of|the|Homeland|Security|Act|of|2002", "Homeland Security Act of 2002/t:VII", "6"
"Section|1128A(c)(1)|of|the|Social|Security|Act", "Social Security Act/s:1128A/ss:c/p:1", "1"
"section|701(d)|of|the|Civil|Rights|Act|of|1964", "Civil Rights Act of 1964/s:701/ss:d", "6"
"Section|1240N|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1240N", "8"
"Export-Import|Bank|Reauthorization|Act|of|2014", "Export-Import Bank Reauthorization Act of 2014", "1"
"Section|1861(s)(12)|of|the|Social|Security|Act", "Social Security Act/s:1861/ss:s/p:12", "2"
"Transportation|Security|Acquisition|Reform|Act", "Transportation Security Acquisition Reform Act", "8"
"Section|8A(g)(2)|of|the|Securities|Act|of|1933", "Securities Act of 1933/s:8A/ss:g/p:2", "2"
"Section|1240B|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1240B", "12"
"Section|509|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:509", "6"
"Section|12|of|the|Toxic|Substances|Control|Act", "Toxic Substances Control Act/s:12", "1"
"Section|1128(b)(15)|of|the|Social|Security|Act", "Social Security Act/s:1128/ss:b/p:15", "1"
"title|XIX|of|the|Homeland|Security|Act|of|2002", "Homeland Security Act of 2002/t:XIX", "3"
"Section|18|of|the|Toxic|Substances|Control|Act", "Toxic Substances Control Act/s:18", "1"
"Section|1|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:1", "2"
"American|Recovery|and|Reinvestment|Act|of|2009", "American Recovery and Reinvestment Act of 2009", "15"
"paragraphs|(2),|(3),|and|(4)|of|subsection|(c)", "Department of the Interior and Related Agencies Appropriations Act, 1998/s:401/ss:c/p:2,3,4", "1"
"Section|321(a)(2)(C)|of|the|Tariff|Act|of|1930", "Tariff Act of 1930/s:321/ss:a/p:2/sp:C", "1"
"Section|721|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:721", "3"
"subclauses|(I)|and|(II)|of|subparagraph|(A)(i)", "Former Presidents Act of 1958/s:1/ss:d/p:2/sp:A/cl:i/scl:I, II", "1"
"section|3(d)|of|the|Wild|and|Scenic|Rivers|Act", "Wild and Scenic Rivers Act/s:3/ss:d", "7"
"Egg|Products|Inspection|Act|Amendments|of|2013", "Egg Products Inspection Act Amendments of 2013", "64"
"Section|1128B(b)(3)|of|the|Social|Security|Act", "Social Security Act/s:1128B/ss:b/p:3", "1"
"Justice|for|Victims|of|Trafficking|Act|of|2013", "Justice for Victims of Trafficking Act of 2013", "6"
"835(c)(1)|of|the|Homeland|Security|Act|of|2002", "Homeland Security Act of 2002/s:835/ss:c/p:1", "4"
"section|232|of|the|Compact|of|Free|Association", "Compact of Free Association/s:232", "1"
"Section|18(c)(1)|of|the|Securities|Act|of|1933", "Securities Act of 1933/s:18/ss:c/p:1", "2"
"Section|1861(aa)(3)|of|the|Social|Security|Act", "Social Security Act/s:1861/ss:aa/p:3", "2"
"title|III|of|the|Help|America|Vote|Act|of|2002", "Help America Vote Act of 2002/t:III", "2"
"Section|1902(a)(13)|of|the|Social|Security|Act", "Social Security Act/s:1902/ss:a/p:13", "1"
"section|1016(e)|of|the|USA|PATRIOT|Act|of|2001", "USA PATRIOT Act of 2001/s:1016/ss:e", "3"
"Section|2110(a)(27)|of|the|Social|Security|Act", "Social Security Act/s:2110/ss:a/p:27", "1"
"Section|1139A(a)(4)|of|the|Social|Security|Act", "Social Security Act/s:1139A/ss:a/p:4", "1"
"section|1848(q)(11)|of|the|Social|Security|Act", "Social Security Act/s:1848/ss:q/p:11", "4"
"subclause|(IV)|of|such|section|217(c)(5)(A)(i)", "Immigration and Nationality Act/s:217/ss:c/p:5/sp:A/cl:i/scl:IV", "1"
"section|717(a)|of|the|Civil|Rights|Act|of|1964", "Civil Rights Act of 1964/s:717/ss:a", "16"
"subparagraphs|(A)|and|(B)|of|section|48B(c)(1)", "Internal Revenue Code of 1986/s:48B/ss:c/p:1/sp:A, B", "1"
"subparagraphs|(K)|through|(L)|of|paragraph|(1)", "Higher Education Act of 1965/s:485/ss:g/p:1/sp:K..L", "2"
"Gerardo|Hernandez|Airport|Security|Act|of|2014", "Gerardo Hernandez Airport Security Act of 2014", "2"
"National|Homeowners|Bill|of|Rights|Act|of|2014", "National Homeowners Bill of Rights Act of 2014", "1"
"Prison|Ship|Martyrs’|Monument|Preservation|Act", "Prison Ship Martyrs’ Monument Preservation Act", "2"
"Section|614|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:614", "1"
"subpart|A|of|part|IV|of|subchapter|A|chapter|1", "Internal Revenue Code of 1986/ch:1/sch:A/pt:IV/spt:A", "1"
"section|905|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:905", "1"
"section|1231A|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1231A", "8"
"Earthquake|Insurance|Affordability|Act|of|2013", "Earthquake Insurance Affordability Act of 2013", "1"
"section|1860D–11(i)|of|the|Social|Security|Act", "Social Security Act/s:1860D–11/ss:i", "1"
"Section|1886(d)(12)|of|the|Social|Security|Act", "Social Security Act/s:1886/ss:d/p:12", "5"
"section|5|of|the|Federal|Deposit|Insurance|Act", "Federal Deposit Insurance Act/s:5", "2"
"Section|1238D|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1238D", "2"
"Section|411|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:411", "4"
"Section|514|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:514", "1"
"section|207|of|the|Foreign|Service|Act|of|1980", "Foreign Service Act of 1980/s:207", "5"
"Section|1231A|of|the|Food|Security|Act|of|1985", "Food Security Act of 1985/s:1231A", "8"
"Community|Emergency|Drought|Relief|Act|of|1977", "Community Emergency Drought Relief Act of 1977", "5"
"Section|402(b)|of|the|Civil|Rights|Act|of|1991", "Civil Rights Act of 1991/s:402/ss:b", "1"
"Section|1833(t)(16)|of|the|Social|Security|Act", "Social Security Act/s:1833/ss:t/p:16", "7"
"Section|18(b)(4)|of|the|Securities|Act|of|1933", "Securities Act of 1933/s:18/ss:b/p:4", "2"
"Stem|Cell|Therapeutic|and|Research|Act|of|2005", "Stem Cell Therapeutic and Research Act of 2005", "1"
"paragraphs|(10)|through|(16)|of|subsection|(a)", "Federal Election Campaign Act of 1971/s:311/ss:a/p:10..16", "2"
"Section|5(c)|of|the|National|Trails|System|Act", "National Trails System Act/s:5/ss:c", "4"
"Veterans|Care|Financial|Protection|Act|of|2014", "Veterans Care Financial Protection Act of 2014", "2"
"1996|Amendments|to|the|Safe|Drinking|Water|Act", "Safe Drinking Water Act Amendments of 1996", "2"
"District|of|Columbia|Nonprofit|Corporation|Act", "District of Columbia Nonprofit Corporation Act", "14"
"Section|1861(ll)(3)|of|the|Social|Security|Act", "Social Security Act/s:1861/ss:ll/p:3", "3"
"Section|703(m)|of|the|Civil|Rights|Act|of|1964", "Civil Rights Act of 1964/s:703/ss:m", "2"
"Altamont|Corridor|Rail|Improvement|Act|of|2014", "Altamont Corridor Rail Improvement Act of 2014", "1"
"Worker|Ownership,|Readiness,|and|Knowledge|Act", "Worker Ownership, Readiness, and Knowledge Act", "1"
"subparagraphs|(A)|through|(G)|of|paragraph|(2)", "Vietnam Human Rights Act of 2013/s:3/ss:a/p:2/sp:A..G", "6"
"section|11|b.|of|the|Atomic|Energy|Act|of|1954", "Atomic Energy Act of 1954/s:11/ss:b", "1"
"Section|399CC|of|the|Public|Health|Service|Act", "Public Health Service Act/s:399CC", "4"
"Section|501|of|the|Federal|Meat|Inspection|Act", "Federal Meat Inspection Act/s:501", "2"
"section|11(z)|of|the|Atomic|Energy|Act|of|1954", "Atomic Energy Act of 1954/s:11/ss:z", "1"
"Section|1128B(f)(1)|of|the|Social|Security|Act", "Social Security Act/s:1128B/ss:f/p:1", "1"
"Section|321|of|the|Older|Americans|Act|of|1965", "Older Americans Act of 1965/s:321", "4"
"Paragraph|(1)|of|section|4980H(c)|of|such|Code", "Internal Revenue Code of 1986/s:4980H/ss:c/p:1", "1"
"section|10(a)(1)|of|the|Endangered|Species|Act", "Endangered Species Act/s:10/ss:a/p:1", "4"
"section|484(a)(2)(B)|of|the|Tariff|Act|of|1930", "Tariff Act of 1930/s:484/ss:a/p:2/sp:B", "4"
